pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category
8550,3745,bbq_ckn_m,1,4/3/2015,20:30:11,16.75,16.75,M,Chicken
8551,3745,cali_ckn_m,1,4/3/2015,20:30:11,16.75,16.75,M,Chicken
8552,3746,napolitana_s,1,4/3/2015,20:45:53,12,12,S,Classic
8553,3746,spinach_supr_l,1,4/3/2015,20:45:53,20.75,20.75,L,Supreme
8554,3747,bbq_ckn_m,1,4/3/2015,20:48:13,16.75,16.75,M,Chicken
8555,3747,ckn_alfredo_m,1,4/3/2015,20:48:13,16.75,16.75,M,Chicken
8556,3748,bbq_ckn_l,1,4/3/2015,20:59:07,20.75,20.75,L,Chicken
8557,3748,cali_ckn_l,1,4/3/2015,20:59:07,20.75,20.75,L,Chicken
8558,3748,mediterraneo_s,1,4/3/2015,20:59:07,12,12,S,Veggie
8559,3749,classic_dlx_l,1,4/3/2015,21:02:21,20.5,20.5,L,Classic
8560,3749,hawaiian_l,1,4/3/2015,21:02:21,16.5,16.5,L,Classic
8561,3749,ital_veggie_m,1,4/3/2015,21:02:21,16.75,16.75,M,Veggie
8562,3749,pep_msh_pep_m,1,4/3/2015,21:02:21,14.5,14.5,M,Classic
8563,3750,southw_ckn_m,1,5/3/2015,11:46:21,16.75,16.75,M,Chicken
8564,3751,ital_supr_m,1,5/3/2015,11:47:34,16.5,16.5,M,Supreme
8565,3751,napolitana_s,1,5/3/2015,11:47:34,12,12,S,Classic
8566,3751,pepperoni_l,1,5/3/2015,11:47:34,15.25,15.25,L,Classic
8567,3751,spicy_ital_l,1,5/3/2015,11:47:34,20.75,20.75,L,Supreme
8568,3752,four_cheese_l,1,5/3/2015,11:49:36,17.95,17.95,L,Veggie
8569,3753,five_cheese_l,1,5/3/2015,12:01:47,18.5,18.5,L,Veggie
8570,3753,hawaiian_l,1,5/3/2015,12:01:47,16.5,16.5,L,Classic
8571,3753,spicy_ital_l,1,5/3/2015,12:01:47,20.75,20.75,L,Supreme
8572,3754,hawaiian_s,1,5/3/2015,12:05:20,10.5,10.5,S,Classic
8573,3755,bbq_ckn_l,1,5/3/2015,12:20:34,20.75,20.75,L,Chicken
8574,3756,bbq_ckn_l,1,5/3/2015,12:30:24,20.75,20.75,L,Chicken
8575,3756,calabrese_l,1,5/3/2015,12:30:24,20.25,20.25,L,Supreme
8576,3756,classic_dlx_s,1,5/3/2015,12:30:24,12,12,S,Classic
8577,3756,pep_msh_pep_s,1,5/3/2015,12:30:24,11,11,S,Classic
8578,3757,cali_ckn_m,1,5/3/2015,12:33:09,16.75,16.75,M,Chicken
8579,3758,ital_cpcllo_l,1,5/3/2015,12:34:45,20.5,20.5,L,Classic
8580,3759,thai_ckn_l,1,5/3/2015,12:44:29,20.75,20.75,L,Chicken
8581,3760,bbq_ckn_s,1,5/3/2015,12:49:45,12.75,12.75,S,Chicken
8582,3761,spinach_supr_s,1,5/3/2015,12:52:34,12.5,12.5,S,Supreme
8583,3762,hawaiian_l,1,5/3/2015,13:03:52,16.5,16.5,L,Classic
8584,3763,five_cheese_l,1,5/3/2015,13:06:49,18.5,18.5,L,Veggie
8585,3764,classic_dlx_s,1,5/3/2015,13:06:59,12,12,S,Classic
8586,3764,prsc_argla_m,1,5/3/2015,13:06:59,16.5,16.5,M,Supreme
8587,3765,cali_ckn_l,2,5/3/2015,13:21:27,20.75,41.5,L,Chicken
8588,3765,pep_msh_pep_l,1,5/3/2015,13:21:27,17.5,17.5,L,Classic
8589,3765,spicy_ital_l,1,5/3/2015,13:21:27,20.75,20.75,L,Supreme
8590,3765,the_greek_xl,1,5/3/2015,13:21:27,25.5,25.5,XL,Classic
8591,3765,veggie_veg_s,1,5/3/2015,13:21:27,12,12,S,Veggie
8592,3766,cali_ckn_l,1,5/3/2015,13:23:49,20.75,20.75,L,Chicken
8593,3767,classic_dlx_m,1,5/3/2015,13:26:19,16,16,M,Classic
8594,3767,ital_veggie_l,1,5/3/2015,13:26:19,21,21,L,Veggie
8595,3768,thai_ckn_l,1,5/3/2015,13:27:04,20.75,20.75,L,Chicken
8596,3769,ital_veggie_l,1,5/3/2015,13:28:39,21,21,L,Veggie
8597,3769,veggie_veg_m,1,5/3/2015,13:28:39,16,16,M,Veggie
8598,3770,mediterraneo_l,1,5/3/2015,13:34:21,20.25,20.25,L,Veggie
8599,3771,five_cheese_l,1,5/3/2015,13:35:17,18.5,18.5,L,Veggie
8600,3771,mediterraneo_m,1,5/3/2015,13:35:17,16,16,M,Veggie
8601,3772,prsc_argla_s,1,5/3/2015,13:38:19,12.5,12.5,S,Supreme
8602,3773,ital_cpcllo_l,1,5/3/2015,13:41:31,20.5,20.5,L,Classic
8603,3773,napolitana_s,1,5/3/2015,13:41:31,12,12,S,Classic
8604,3773,spicy_ital_m,1,5/3/2015,13:41:31,16.5,16.5,M,Supreme
8605,3774,classic_dlx_m,1,5/3/2015,13:47:15,16,16,M,Classic
8606,3774,five_cheese_l,1,5/3/2015,13:47:15,18.5,18.5,L,Veggie
8607,3774,four_cheese_l,1,5/3/2015,13:47:15,17.95,17.95,L,Veggie
8608,3774,hawaiian_l,1,5/3/2015,13:47:15,16.5,16.5,L,Classic
8609,3774,ital_supr_s,1,5/3/2015,13:47:15,12.5,12.5,S,Supreme
8610,3774,pep_msh_pep_l,1,5/3/2015,13:47:15,17.5,17.5,L,Classic
8611,3774,sicilian_s,1,5/3/2015,13:47:15,12.25,12.25,S,Supreme
8612,3774,soppressata_l,1,5/3/2015,13:47:15,20.75,20.75,L,Supreme
8613,3774,spinach_supr_l,1,5/3/2015,13:47:15,20.75,20.75,L,Supreme
8614,3774,veggie_veg_m,1,5/3/2015,13:47:15,16,16,M,Veggie
8615,3775,peppr_salami_l,1,5/3/2015,13:49:24,20.75,20.75,L,Supreme
8616,3776,four_cheese_l,1,5/3/2015,13:59:08,17.95,17.95,L,Veggie
8617,3776,hawaiian_l,1,5/3/2015,13:59:08,16.5,16.5,L,Classic
8618,3776,napolitana_s,1,5/3/2015,13:59:08,12,12,S,Classic
8619,3776,peppr_salami_l,1,5/3/2015,13:59:08,20.75,20.75,L,Supreme
8620,3776,southw_ckn_l,1,5/3/2015,13:59:08,20.75,20.75,L,Chicken
8621,3777,hawaiian_l,1,5/3/2015,14:05:21,16.5,16.5,L,Classic
8622,3778,mexicana_l,1,5/3/2015,14:21:03,20.25,20.25,L,Veggie
8623,3778,pepperoni_m,1,5/3/2015,14:21:03,12.5,12.5,M,Classic
8624,3779,four_cheese_l,1,5/3/2015,14:24:19,17.95,17.95,L,Veggie
8625,3779,mexicana_l,1,5/3/2015,14:24:19,20.25,20.25,L,Veggie
8626,3780,hawaiian_m,1,5/3/2015,14:39:18,13.25,13.25,M,Classic
8627,3780,ital_supr_m,1,5/3/2015,14:39:18,16.5,16.5,M,Supreme
8628,3780,peppr_salami_s,1,5/3/2015,14:39:18,12.5,12.5,S,Supreme
8629,3780,spinach_supr_s,1,5/3/2015,14:39:18,12.5,12.5,S,Supreme
8630,3781,prsc_argla_m,1,5/3/2015,15:25:06,16.5,16.5,M,Supreme
8631,3782,pepperoni_m,1,5/3/2015,15:29:44,12.5,12.5,M,Classic
8632,3782,southw_ckn_s,1,5/3/2015,15:29:44,12.75,12.75,S,Chicken
8633,3782,spicy_ital_l,1,5/3/2015,15:29:44,20.75,20.75,L,Supreme
8634,3782,the_greek_xl,1,5/3/2015,15:29:44,25.5,25.5,XL,Classic
8635,3783,green_garden_s,1,5/3/2015,15:31:22,12,12,S,Veggie
8636,3783,hawaiian_l,1,5/3/2015,15:31:22,16.5,16.5,L,Classic
8637,3783,southw_ckn_l,1,5/3/2015,15:31:22,20.75,20.75,L,Chicken
8638,3783,spicy_ital_s,1,5/3/2015,15:31:22,12.5,12.5,S,Supreme
8639,3784,sicilian_m,1,5/3/2015,15:38:04,16.25,16.25,M,Supreme
8640,3785,cali_ckn_m,1,5/3/2015,15:42:22,16.75,16.75,M,Chicken
8641,3786,hawaiian_m,1,5/3/2015,15:48:08,13.25,13.25,M,Classic
8642,3786,peppr_salami_l,1,5/3/2015,15:48:08,20.75,20.75,L,Supreme
8643,3787,calabrese_l,1,5/3/2015,15:57:10,20.25,20.25,L,Supreme
8644,3787,four_cheese_l,1,5/3/2015,15:57:10,17.95,17.95,L,Veggie
8645,3787,pepperoni_m,1,5/3/2015,15:57:10,12.5,12.5,M,Classic
8646,3788,pep_msh_pep_s,1,5/3/2015,16:07:50,11,11,S,Classic
8647,3788,spin_pesto_m,1,5/3/2015,16:07:50,16.5,16.5,M,Veggie
8648,3789,four_cheese_l,1,5/3/2015,16:12:54,17.95,17.95,L,Veggie
8649,3789,four_cheese_m,1,5/3/2015,16:12:54,14.75,14.75,M,Veggie
8650,3789,ital_cpcllo_m,1,5/3/2015,16:12:54,16,16,M,Classic
8651,3789,pep_msh_pep_s,1,5/3/2015,16:12:54,11,11,S,Classic
8652,3790,classic_dlx_s,1,5/3/2015,16:12:59,12,12,S,Classic
8653,3791,prsc_argla_m,1,5/3/2015,16:26:30,16.5,16.5,M,Supreme
8654,3792,classic_dlx_s,1,5/3/2015,16:39:37,12,12,S,Classic
8655,3792,thai_ckn_l,1,5/3/2015,16:39:37,20.75,20.75,L,Chicken
8656,3793,bbq_ckn_s,1,5/3/2015,17:04:01,12.75,12.75,S,Chicken
8657,3793,classic_dlx_m,1,5/3/2015,17:04:01,16,16,M,Classic
8658,3793,pep_msh_pep_m,1,5/3/2015,17:04:01,14.5,14.5,M,Classic
8659,3793,veggie_veg_m,1,5/3/2015,17:04:01,16,16,M,Veggie
8660,3794,thai_ckn_s,1,5/3/2015,17:09:43,12.75,12.75,S,Chicken
8661,3794,the_greek_s,1,5/3/2015,17:09:43,12,12,S,Classic
8662,3795,big_meat_s,1,5/3/2015,17:11:05,12,12,S,Classic
8663,3795,spinach_fet_l,1,5/3/2015,17:11:05,20.25,20.25,L,Veggie
8664,3796,cali_ckn_l,1,5/3/2015,17:19:11,20.75,20.75,L,Chicken
8665,3796,southw_ckn_m,1,5/3/2015,17:19:11,16.75,16.75,M,Chicken
8666,3796,thai_ckn_s,1,5/3/2015,17:19:11,12.75,12.75,S,Chicken
8667,3797,southw_ckn_s,1,5/3/2015,17:23:32,12.75,12.75,S,Chicken
8668,3798,cali_ckn_l,1,5/3/2015,17:24:03,20.75,20.75,L,Chicken
8669,3798,prsc_argla_m,1,5/3/2015,17:24:03,16.5,16.5,M,Supreme
8670,3798,soppressata_l,1,5/3/2015,17:24:03,20.75,20.75,L,Supreme
8671,3798,spin_pesto_s,1,5/3/2015,17:24:03,12.5,12.5,S,Veggie
8672,3799,cali_ckn_m,1,5/3/2015,17:25:14,16.75,16.75,M,Chicken
8673,3799,ckn_alfredo_m,1,5/3/2015,17:25:14,16.75,16.75,M,Chicken
8674,3799,veggie_veg_s,1,5/3/2015,17:25:14,12,12,S,Veggie
8675,3800,hawaiian_l,1,5/3/2015,17:30:54,16.5,16.5,L,Classic
8676,3800,mexicana_s,1,5/3/2015,17:30:54,12,12,S,Veggie
8677,3800,soppressata_l,1,5/3/2015,17:30:54,20.75,20.75,L,Supreme
8678,3800,thai_ckn_m,1,5/3/2015,17:30:54,16.75,16.75,M,Chicken
8679,3801,big_meat_s,2,5/3/2015,17:51:47,12,24,S,Classic
8680,3801,ital_cpcllo_l,1,5/3/2015,17:51:47,20.5,20.5,L,Classic
8681,3801,mexicana_l,1,5/3/2015,17:51:47,20.25,20.25,L,Veggie
8682,3802,ital_supr_l,1,5/3/2015,18:03:09,20.75,20.75,L,Supreme
8683,3802,prsc_argla_l,1,5/3/2015,18:03:09,20.75,20.75,L,Supreme
8684,3803,hawaiian_l,1,5/3/2015,18:05:39,16.5,16.5,L,Classic
8685,3804,four_cheese_l,1,5/3/2015,18:13:03,17.95,17.95,L,Veggie
8686,3805,prsc_argla_s,1,5/3/2015,18:21:32,12.5,12.5,S,Supreme
8687,3806,cali_ckn_m,1,5/3/2015,18:30:10,16.75,16.75,M,Chicken
8688,3806,ital_supr_m,1,5/3/2015,18:30:10,16.5,16.5,M,Supreme
8689,3807,five_cheese_l,1,5/3/2015,18:35:58,18.5,18.5,L,Veggie
8690,3807,ital_cpcllo_l,1,5/3/2015,18:35:58,20.5,20.5,L,Classic
8691,3807,thai_ckn_l,1,5/3/2015,18:35:58,20.75,20.75,L,Chicken
8692,3808,bbq_ckn_m,1,5/3/2015,18:39:12,16.75,16.75,M,Chicken
8693,3809,pepperoni_l,1,5/3/2015,18:52:11,15.25,15.25,L,Classic
8694,3809,sicilian_s,1,5/3/2015,18:52:11,12.25,12.25,S,Supreme
8695,3809,the_greek_s,1,5/3/2015,18:52:11,12,12,S,Classic
8696,3809,veggie_veg_s,1,5/3/2015,18:52:11,12,12,S,Veggie
8697,3810,spicy_ital_m,1,5/3/2015,18:53:34,16.5,16.5,M,Supreme
8698,3811,soppressata_s,1,5/3/2015,19:33:05,12.5,12.5,S,Supreme
8699,3812,pep_msh_pep_s,1,5/3/2015,20:58:09,11,11,S,Classic
8700,3812,southw_ckn_l,1,5/3/2015,20:58:09,20.75,20.75,L,Chicken
8701,3812,thai_ckn_l,1,5/3/2015,20:58:09,20.75,20.75,L,Chicken
8702,3813,veggie_veg_s,1,5/3/2015,21:01:23,12,12,S,Veggie
8703,3814,veggie_veg_l,1,6/3/2015,11:31:55,20.25,20.25,L,Veggie
8704,3815,soppressata_m,1,6/3/2015,11:31:57,16.5,16.5,M,Supreme
8705,3816,cali_ckn_l,1,6/3/2015,12:05:44,20.75,20.75,L,Chicken
8706,3816,prsc_argla_l,1,6/3/2015,12:05:44,20.75,20.75,L,Supreme
8707,3817,classic_dlx_s,1,6/3/2015,12:13:16,12,12,S,Classic
8708,3818,five_cheese_l,1,6/3/2015,12:19:00,18.5,18.5,L,Veggie
8709,3818,mediterraneo_m,1,6/3/2015,12:19:00,16,16,M,Veggie
8710,3818,spicy_ital_s,1,6/3/2015,12:19:00,12.5,12.5,S,Supreme
8711,3818,spinach_fet_s,1,6/3/2015,12:19:00,12,12,S,Veggie
8712,3819,classic_dlx_m,1,6/3/2015,12:24:41,16,16,M,Classic
8713,3820,spicy_ital_l,1,6/3/2015,12:27:51,20.75,20.75,L,Supreme
8714,3821,big_meat_s,1,6/3/2015,12:29:52,12,12,S,Classic
8715,3821,ckn_alfredo_m,1,6/3/2015,12:29:52,16.75,16.75,M,Chicken
8716,3821,classic_dlx_l,1,6/3/2015,12:29:52,20.5,20.5,L,Classic
8717,3821,four_cheese_l,1,6/3/2015,12:29:52,17.95,17.95,L,Veggie
8718,3821,hawaiian_s,2,6/3/2015,12:29:52,10.5,21,S,Classic
8719,3821,mexicana_m,1,6/3/2015,12:29:52,16,16,M,Veggie
8720,3821,pepperoni_s,1,6/3/2015,12:29:52,9.75,9.75,S,Classic
8721,3821,prsc_argla_m,1,6/3/2015,12:29:52,16.5,16.5,M,Supreme
8722,3821,spicy_ital_l,1,6/3/2015,12:29:52,20.75,20.75,L,Supreme
8723,3822,soppressata_m,1,6/3/2015,12:30:08,16.5,16.5,M,Supreme
8724,3823,ckn_alfredo_s,1,6/3/2015,12:31:40,12.75,12.75,S,Chicken
8725,3824,pep_msh_pep_m,1,6/3/2015,12:37:22,14.5,14.5,M,Classic
8726,3825,spinach_fet_m,1,6/3/2015,12:39:17,16,16,M,Veggie
8727,3826,calabrese_l,1,6/3/2015,12:39:33,20.25,20.25,L,Supreme
8728,3826,cali_ckn_l,1,6/3/2015,12:39:33,20.75,20.75,L,Chicken
8729,3827,pepperoni_m,1,6/3/2015,12:42:55,12.5,12.5,M,Classic
8730,3827,prsc_argla_m,1,6/3/2015,12:42:55,16.5,16.5,M,Supreme
8731,3827,sicilian_m,1,6/3/2015,12:42:55,16.25,16.25,M,Supreme
8732,3828,bbq_ckn_s,1,6/3/2015,12:48:55,12.75,12.75,S,Chicken
8733,3828,big_meat_s,2,6/3/2015,12:48:55,12,24,S,Classic
8734,3828,classic_dlx_s,2,6/3/2015,12:48:55,12,24,S,Classic
8735,3828,ital_supr_m,1,6/3/2015,12:48:55,16.5,16.5,M,Supreme
8736,3828,sicilian_l,1,6/3/2015,12:48:55,20.25,20.25,L,Supreme
8737,3828,southw_ckn_l,1,6/3/2015,12:48:55,20.75,20.75,L,Chicken
8738,3828,spicy_ital_l,1,6/3/2015,12:48:55,20.75,20.75,L,Supreme
8739,3828,spin_pesto_l,1,6/3/2015,12:48:55,20.75,20.75,L,Veggie
8740,3828,spin_pesto_s,1,6/3/2015,12:48:55,12.5,12.5,S,Veggie
8741,3828,veggie_veg_l,1,6/3/2015,12:48:55,20.25,20.25,L,Veggie
8742,3829,bbq_ckn_s,1,6/3/2015,13:05:46,12.75,12.75,S,Chicken
8743,3830,hawaiian_s,1,6/3/2015,13:09:50,10.5,10.5,S,Classic
8744,3831,spinach_supr_l,1,6/3/2015,13:14:53,20.75,20.75,L,Supreme
8745,3832,soppressata_m,1,6/3/2015,13:23:16,16.5,16.5,M,Supreme
8746,3833,brie_carre_s,2,6/3/2015,13:29:45,23.65,47.3,S,Supreme
8747,3833,cali_ckn_l,1,6/3/2015,13:29:45,20.75,20.75,L,Chicken
8748,3834,ckn_pesto_s,1,6/3/2015,13:48:02,12.75,12.75,S,Chicken
8749,3834,hawaiian_s,1,6/3/2015,13:48:02,10.5,10.5,S,Classic
8750,3834,mexicana_m,1,6/3/2015,13:48:02,16,16,M,Veggie
8751,3834,napolitana_s,1,6/3/2015,13:48:02,12,12,S,Classic
8752,3835,ital_supr_l,1,6/3/2015,13:59:21,20.75,20.75,L,Supreme
8753,3836,classic_dlx_m,1,6/3/2015,14:13:38,16,16,M,Classic
8754,3837,ckn_pesto_m,1,6/3/2015,14:30:34,16.75,16.75,M,Chicken
8755,3838,bbq_ckn_m,1,6/3/2015,14:47:21,16.75,16.75,M,Chicken
8756,3839,ital_veggie_s,1,6/3/2015,15:05:16,12.75,12.75,S,Veggie
8757,3840,spinach_fet_l,1,6/3/2015,15:18:05,20.25,20.25,L,Veggie
8758,3840,veggie_veg_s,1,6/3/2015,15:18:05,12,12,S,Veggie
8759,3841,southw_ckn_l,1,6/3/2015,15:18:10,20.75,20.75,L,Chicken
8760,3841,spin_pesto_s,1,6/3/2015,15:18:10,12.5,12.5,S,Veggie
8761,3842,bbq_ckn_l,1,6/3/2015,15:41:03,20.75,20.75,L,Chicken
8762,3842,mexicana_l,1,6/3/2015,15:41:03,20.25,20.25,L,Veggie
8763,3843,bbq_ckn_m,1,6/3/2015,15:46:23,16.75,16.75,M,Chicken
8764,3843,veggie_veg_m,1,6/3/2015,15:46:23,16,16,M,Veggie
8765,3844,ckn_alfredo_m,1,6/3/2015,15:59:29,16.75,16.75,M,Chicken
8766,3844,thai_ckn_l,1,6/3/2015,15:59:29,20.75,20.75,L,Chicken
8767,3845,classic_dlx_m,1,6/3/2015,16:01:00,16,16,M,Classic
8768,3845,ital_supr_m,1,6/3/2015,16:01:00,16.5,16.5,M,Supreme
8769,3846,pepperoni_s,1,6/3/2015,16:14:40,9.75,9.75,S,Classic
8770,3846,spinach_fet_m,1,6/3/2015,16:14:40,16,16,M,Veggie
8771,3847,hawaiian_s,1,6/3/2015,16:47:39,10.5,10.5,S,Classic
8772,3847,ital_veggie_m,1,6/3/2015,16:47:39,16.75,16.75,M,Veggie
8773,3848,four_cheese_l,1,6/3/2015,17:02:56,17.95,17.95,L,Veggie
8774,3849,spicy_ital_l,1,6/3/2015,17:05:52,20.75,20.75,L,Supreme
8775,3850,veggie_veg_l,1,6/3/2015,17:12:49,20.25,20.25,L,Veggie
8776,3851,ckn_alfredo_m,1,6/3/2015,17:15:19,16.75,16.75,M,Chicken
8777,3851,prsc_argla_m,1,6/3/2015,17:15:19,16.5,16.5,M,Supreme
8778,3851,soppressata_s,1,6/3/2015,17:15:19,12.5,12.5,S,Supreme
8779,3852,hawaiian_s,1,6/3/2015,17:27:18,10.5,10.5,S,Classic
8780,3852,peppr_salami_s,1,6/3/2015,17:27:18,12.5,12.5,S,Supreme
8781,3852,thai_ckn_m,1,6/3/2015,17:27:18,16.75,16.75,M,Chicken
8782,3853,calabrese_l,1,6/3/2015,17:46:48,20.25,20.25,L,Supreme
8783,3853,mexicana_l,1,6/3/2015,17:46:48,20.25,20.25,L,Veggie
8784,3853,pepperoni_l,1,6/3/2015,17:46:48,15.25,15.25,L,Classic
8785,3853,pepperoni_m,1,6/3/2015,17:46:48,12.5,12.5,M,Classic
8786,3854,ital_supr_l,1,6/3/2015,18:00:49,20.75,20.75,L,Supreme
8787,3855,cali_ckn_s,1,6/3/2015,18:08:43,12.75,12.75,S,Chicken
8788,3855,five_cheese_l,1,6/3/2015,18:08:43,18.5,18.5,L,Veggie
8789,3856,four_cheese_l,1,6/3/2015,18:15:58,17.95,17.95,L,Veggie
8790,3856,pepperoni_l,1,6/3/2015,18:15:58,15.25,15.25,L,Classic
8791,3856,sicilian_s,1,6/3/2015,18:15:58,12.25,12.25,S,Supreme
8792,3856,southw_ckn_l,1,6/3/2015,18:15:58,20.75,20.75,L,Chicken
8793,3857,pepperoni_m,1,6/3/2015,18:28:28,12.5,12.5,M,Classic
8794,3858,hawaiian_m,2,6/3/2015,18:42:52,13.25,26.5,M,Classic
8795,3858,prsc_argla_l,1,6/3/2015,18:42:52,20.75,20.75,L,Supreme
8796,3858,prsc_argla_m,1,6/3/2015,18:42:52,16.5,16.5,M,Supreme
8797,3859,brie_carre_s,1,6/3/2015,18:48:17,23.65,23.65,S,Supreme
8798,3860,classic_dlx_s,1,6/3/2015,18:59:18,12,12,S,Classic
8799,3860,green_garden_s,1,6/3/2015,18:59:18,12,12,S,Veggie
8800,3860,mediterraneo_s,1,6/3/2015,18:59:18,12,12,S,Veggie
8801,3860,veggie_veg_s,1,6/3/2015,18:59:18,12,12,S,Veggie
8802,3861,ckn_alfredo_m,1,6/3/2015,19:15:15,16.75,16.75,M,Chicken
8803,3861,green_garden_m,1,6/3/2015,19:15:15,16,16,M,Veggie
8804,3861,pep_msh_pep_l,1,6/3/2015,19:15:15,17.5,17.5,L,Classic
8805,3861,thai_ckn_l,1,6/3/2015,19:15:15,20.75,20.75,L,Chicken
8806,3862,ital_supr_m,1,6/3/2015,19:18:42,16.5,16.5,M,Supreme
8807,3863,ital_cpcllo_m,1,6/3/2015,19:50:37,16,16,M,Classic
8808,3863,ital_veggie_l,1,6/3/2015,19:50:37,21,21,L,Veggie
8809,3863,pepperoni_l,1,6/3/2015,19:50:37,15.25,15.25,L,Classic
8810,3864,pepperoni_m,1,6/3/2015,19:57:15,12.5,12.5,M,Classic
8811,3864,thai_ckn_l,1,6/3/2015,19:57:15,20.75,20.75,L,Chicken
8812,3865,five_cheese_l,1,6/3/2015,19:58:48,18.5,18.5,L,Veggie
8813,3865,hawaiian_s,1,6/3/2015,19:58:48,10.5,10.5,S,Classic
8814,3865,spicy_ital_l,1,6/3/2015,19:58:48,20.75,20.75,L,Supreme
8815,3865,spin_pesto_s,1,6/3/2015,19:58:48,12.5,12.5,S,Veggie
8816,3866,five_cheese_l,2,6/3/2015,20:01:26,18.5,37,L,Veggie
8817,3866,pep_msh_pep_s,1,6/3/2015,20:01:26,11,11,S,Classic
8818,3866,southw_ckn_l,1,6/3/2015,20:01:26,20.75,20.75,L,Chicken
8819,3867,bbq_ckn_s,1,6/3/2015,20:10:12,12.75,12.75,S,Chicken
8820,3867,ital_supr_l,1,6/3/2015,20:10:12,20.75,20.75,L,Supreme
8821,3867,napolitana_m,1,6/3/2015,20:10:12,16,16,M,Classic
8822,3868,bbq_ckn_l,1,6/3/2015,20:18:30,20.75,20.75,L,Chicken
8823,3869,bbq_ckn_l,1,6/3/2015,20:29:18,20.75,20.75,L,Chicken
8824,3869,peppr_salami_l,1,6/3/2015,20:29:18,20.75,20.75,L,Supreme
8825,3869,prsc_argla_m,2,6/3/2015,20:29:18,16.5,33,M,Supreme
8826,3870,cali_ckn_l,1,6/3/2015,20:34:43,20.75,20.75,L,Chicken
8827,3870,five_cheese_l,1,6/3/2015,20:34:43,18.5,18.5,L,Veggie
8828,3870,sicilian_m,1,6/3/2015,20:34:43,16.25,16.25,M,Supreme
8829,3870,veggie_veg_m,1,6/3/2015,20:34:43,16,16,M,Veggie
8830,3871,green_garden_s,1,6/3/2015,21:12:07,12,12,S,Veggie
8831,3871,pepperoni_s,1,6/3/2015,21:12:07,9.75,9.75,S,Classic
8832,3871,the_greek_m,1,6/3/2015,21:12:07,16,16,M,Classic
8833,3872,big_meat_s,1,6/3/2015,21:18:50,12,12,S,Classic
8834,3872,prsc_argla_l,1,6/3/2015,21:18:50,20.75,20.75,L,Supreme
8835,3872,spin_pesto_s,1,6/3/2015,21:18:50,12.5,12.5,S,Veggie
8836,3873,ital_veggie_l,1,6/3/2015,21:22:02,21,21,L,Veggie
8837,3874,southw_ckn_l,1,6/3/2015,21:28:26,20.75,20.75,L,Chicken
8838,3874,spicy_ital_l,1,6/3/2015,21:28:26,20.75,20.75,L,Supreme
8839,3874,thai_ckn_l,1,6/3/2015,21:28:26,20.75,20.75,L,Chicken
8840,3875,big_meat_s,1,6/3/2015,21:28:27,12,12,S,Classic
8841,3875,the_greek_xl,1,6/3/2015,21:28:27,25.5,25.5,XL,Classic
8842,3876,ital_cpcllo_l,1,6/3/2015,21:34:49,20.5,20.5,L,Classic
8843,3877,brie_carre_s,1,6/3/2015,22:13:59,23.65,23.65,S,Supreme
8844,3877,five_cheese_l,1,6/3/2015,22:13:59,18.5,18.5,L,Veggie
8845,3877,spinach_supr_m,1,6/3/2015,22:13:59,16.5,16.5,M,Supreme
8846,3878,hawaiian_s,1,6/3/2015,22:23:06,10.5,10.5,S,Classic
8847,3879,ital_supr_l,1,6/3/2015,22:41:23,20.75,20.75,L,Supreme
8848,3880,bbq_ckn_l,1,7/3/2015,11:38:08,20.75,20.75,L,Chicken
8849,3880,pep_msh_pep_s,1,7/3/2015,11:38:08,11,11,S,Classic
8850,3880,pepperoni_m,1,7/3/2015,11:38:08,12.5,12.5,M,Classic
8851,3880,prsc_argla_m,1,7/3/2015,11:38:08,16.5,16.5,M,Supreme
8852,3881,sicilian_s,2,7/3/2015,11:46:18,12.25,24.5,S,Supreme
8853,3882,big_meat_s,1,7/3/2015,11:47:47,12,12,S,Classic
8854,3883,soppressata_l,1,7/3/2015,11:48:30,20.75,20.75,L,Supreme
8855,3884,hawaiian_m,1,7/3/2015,11:52:36,13.25,13.25,M,Classic
8856,3884,mexicana_l,1,7/3/2015,11:52:36,20.25,20.25,L,Veggie
8857,3884,peppr_salami_l,1,7/3/2015,11:52:36,20.75,20.75,L,Supreme
8858,3884,spin_pesto_s,1,7/3/2015,11:52:36,12.5,12.5,S,Veggie
8859,3885,classic_dlx_m,1,7/3/2015,12:08:34,16,16,M,Classic
8860,3886,calabrese_m,1,7/3/2015,12:23:20,16.25,16.25,M,Supreme
8861,3886,cali_ckn_l,2,7/3/2015,12:23:20,20.75,41.5,L,Chicken
8862,3886,ital_veggie_l,1,7/3/2015,12:23:20,21,21,L,Veggie
8863,3886,napolitana_s,1,7/3/2015,12:23:20,12,12,S,Classic
8864,3886,peppr_salami_m,1,7/3/2015,12:23:20,16.5,16.5,M,Supreme
8865,3886,southw_ckn_l,1,7/3/2015,12:23:20,20.75,20.75,L,Chicken
8866,3886,spin_pesto_l,1,7/3/2015,12:23:20,20.75,20.75,L,Veggie
8867,3886,spinach_fet_l,1,7/3/2015,12:23:20,20.25,20.25,L,Veggie
8868,3887,bbq_ckn_m,1,7/3/2015,12:24:10,16.75,16.75,M,Chicken
8869,3887,bbq_ckn_s,1,7/3/2015,12:24:10,12.75,12.75,S,Chicken
